data_year,criminal_act_id,offense_id
2021,8,178863711
2021,9,178863756
2021,9,178863764
2021,9,178863773
2021,9,161593436
2021,9,161593438
2021,6,161593440
2021,9,161597364
2021,8,161593443
2021,9,161593441
2021,9,161593442
2021,9,161593444
2021,6,161597365
2021,6,161593446
2021,6,169483195
2021,6,169483200
2021,9,169483201
2021,9,169483202
2021,9,169483203
2021,9,169483206
2021,9,169483207
2021,9,169483209
2021,9,169483210
2021,9,169483211
2021,6,169483212
2021,8,169483212
2021,1,169483213
2021,6,169483213
2021,7,169483213
2021,1,169483217
2021,9,169483220
2021,9,169483226
2021,9,169483228
2021,9,169483229
2021,9,169483231
2021,9,169483232
2021,9,169483234
2021,8,169483235
2021,9,169483237
2021,9,169483239
2021,9,169483240
2021,9,169483242
2021,9,169483244
2021,9,169483248
2021,3,169483251
2021,6,169483251
2021,8,169483251
2021,3,169483252
2021,6,169483252
2021,8,169483252
2021,9,169483253
2021,1,169483254
2021,9,169483255
2021,9,169483256
2021,6,169483257
2021,9,169483260
2021,9,169483261
2021,9,169483263
2021,9,169483264
2021,9,169483268
2021,9,169483269
2021,9,169483278
2021,9,169483279
2021,9,169483280
2021,9,169483282
2021,9,169483286
2021,9,169483287
2021,9,169483290
2021,9,169483292
2021,9,169483293
2021,8,169483294
2021,9,169483295
2021,9,169483296
2021,9,170392085
2021,6,170392086
2021,9,170392089
2021,9,170392090
2021,6,170392093
2021,6,170392095
2021,9,171476267
2021,9,171476271
2021,9,171476276
2021,9,171476278
2021,9,173402737
2021,9,173402741
2021,9,173402743
2021,9,173402744
2021,9,173402748
2021,9,173402751
2021,9,173402753
2021,6,173402754
2021,3,173402755
2021,9,173402757
2021,9,174389750
2021,6,174389751
2021,9,174389752
2021,9,174389753
2021,9,174389754
2021,9,174389755
2021,9,174389757
2021,9,175692721
2021,9,175692722
2021,9,175692723
2021,9,175692724
2021,9,175692726
2021,9,175692727
2021,6,175692728
2021,9,175692729
2021,9,175692730
2021,9,177362305
2021,9,177362321
2021,9,162273674
2021,6,166378739
2021,6,166378740
2021,6,166378741
2021,6,166378743
2021,9,166378744
2021,6,166378747
2021,6,166378749
2021,6,166378750
2021,6,166378752
2021,6,166378753
2021,14,166378755
2021,8,166378758
2021,6,170912854
2021,6,170912857
2021,6,170912864
2021,6,170912865
2021,6,170912872
2021,6,170912874
2021,8,170912876
2021,6,170912877
2021,6,170912879
2021,9,162277187
2021,6,170912884
2021,6,170912886
2021,6,170912887
2021,6,170912889
2021,9,170912892
2021,9,170912893
2021,6,170912895
2021,6,170912899
2021,6,170912904
2021,9,162277188
2021,9,162273675
2021,9,162273743
2021,9,162277190
2021,9,162273676
2021,9,162273677
2021,9,162277191
2021,9,162273678
2021,9,162277192
2021,9,162277193
2021,6,162273679
2021,9,162273680
2021,9,162273683
2021,9,162273681
2021,9,162277200
2021,9,162273686
2021,9,162277203
2021,9,162277202
2021,9,162273691
2021,9,162277204
2021,9,162277205
2021,9,162277206
2021,10,162277207
2021,8,162273694
2021,9,162277209
2021,9,162273695
2021,6,162277213
2021,9,162277214
2021,9,162277215
2021,9,162273697
2021,9,162273698
2021,9,162273699
2021,9,162273744
2021,9,162277219
2021,9,162277220
2021,9,162277221
2021,9,170912906
2021,9,162273701
2021,6,170912907
2021,9,162277225
2021,6,170912915
2021,6,170912918
2021,9,162273707
2021,9,162273708
2021,9,162273709
2021,9,162277226
2021,9,162273710
2021,8,162277228
2021,9,162273738
2021,6,176705552
2021,9,162277231
2021,6,176705555
2021,6,176705556
2021,6,162273714
2021,9,162273718
2021,6,176705562
2021,9,176705563
2021,9,176705564
2021,9,162273719
2021,6,162273720
2021,6,162273724
2021,6,176705571
2021,9,162273726
2021,6,176705576
2021,7,176705577
2021,9,162273727
2021,9,162273728
2021,9,162273729
2021,9,162273735
2021,6,176705589
2021,9,162273745
2021,9,176705593
2021,9,162273740
2021,9,176705594
2021,9,162273741
2021,9,162273747
2021,6,176705599
2021,9,162273886
2021,9,176705603
2021,9,162273753
2021,6,176705604
2021,9,162277299
2021,9,162273749
2021,9,162273748
2021,9,162273768
2021,9,176705611
2021,9,162273751
2021,8,176705612
2021,9,162273750
2021,9,162277235
2021,9,176705616
2021,3,162273758
2021,9,176705617
2021,6,176705619
2021,6,176705620
2021,8,162273759
2021,9,162273760
2021,6,176705622
2021,9,162273771
2021,6,176705625
2021,9,162273763
2021,11,162273766
2021,9,162273767
2021,8,177324312
2021,9,162277236
2021,9,177324314
2021,9,162277282
2021,9,162273774
2021,9,162277239
2021,6,177324320
2021,9,162277240
2021,6,177324325
2021,9,162273781
2021,6,177324330
2021,6,177324331
2021,9,162277277
2021,6,177324332
2021,9,162277244
2021,6,162273849
2021,6,177324340
2021,9,177324341
2021,9,162273852
2021,9,162273856
2021,9,162277280
2021,9,162277275
2021,9,162273859
2021,9,162273860
2021,9,162273862
2021,9,162273863
2021,9,162273865
2021,9,162273866
2021,9,162273894
2021,9,162273872
2021,9,162273879
2021,6,171568782
2021,6,171568783
2021,9,162273916
2021,9,162277279
2021,6,171568813
2021,9,162277281
2021,6,171568814
2021,9,162273890
2021,6,174891320
2021,9,162273893
2021,9,171568817
2021,6,173954897
2021,9,162273913
2021,9,178396283
2021,9,178396284
2021,9,162277288
2021,9,162277296
2021,9,162277289
2021,9,162273908
2021,9,162273911
2021,9,162273912
2021,9,162277294
2021,9,162273914
2021,9,162273919
2021,9,169827589
2021,9,164295237
2021,6,164295238
2021,9,164295240
2021,6,174891329
2021,8,174891329
2021,9,164295245
2021,9,175169622
2021,6,176320527
2021,9,164295247
2021,9,164295250
2021,9,164295253
2021,9,168466406
2021,9,164295255
2021,9,174070792
2021,9,164295259
2021,9,164295260
2021,9,166779746
2021,9,164295262
2021,9,164295266
2021,9,164295269
2021,9,164295275
2021,9,164295276
2021,9,164295277
2021,9,164295278
2021,9,164295279
2021,9,164295280
2021,9,164295281
2021,9,164295284
2021,9,164295285
2021,9,164295287
2021,9,164295292
2021,9,164295293
2021,9,164295296
2021,9,164295298
2021,9,164295299
2021,9,168466410
2021,9,168466411
2021,7,175169623
2021,9,164295302
2021,9,164295306
2021,9,164295307
2021,9,164295310
2021,9,164295314
2021,9,164295315
2021,9,164295317
2021,9,164295318
2021,6,164295320
2021,9,164295322
2021,9,164295323
2021,6,178490988
2021,9,164295324
2021,9,164295325
2021,9,164295327
2021,9,164295328
2021,9,164295331
2021,9,164295332
2021,9,164295336
2021,9,164292211
2021,9,164295340
2021,9,164295342
2021,9,164295343
2021,6,164295349
2021,9,164295352
2021,9,164295354
2021,9,164295355
2021,9,164295356
2021,9,164295358
2021,1,164295362
2021,9,164295363
2021,9,164295367
2021,9,164295369
2021,9,164295371
2021,9,164295372
2021,1,164295373
2021,9,164295375
2021,9,164295376
2021,9,164295377
2021,9,164295380
2021,9,164295381
2021,9,164295402
2021,9,164295403
2021,9,164295406
2021,9,164295407
2021,9,164295408
2021,9,164295409
2021,9,171119254
2021,9,164295413
2021,7,164295418
2021,7,164295420
2021,7,164295422
2021,9,164295424
2021,9,164295431
2021,9,164295432
2021,9,164295433
2021,9,164295434
2021,8,164295437
2021,9,164295438
2021,9,164295440
2021,9,164295442
2021,9,164295444
2021,9,164295448
2021,9,164295450
2021,9,164295452
2021,9,164295453
2021,9,164295454
2021,9,164295455
2021,9,164295462
2021,9,164295463
2021,9,164295464
2021,9,164295466
2021,9,164295468
2021,6,164295470
2021,6,164295471
2021,9,164295472
2021,9,164295473
2021,9,164295476
2021,9,164295477
2021,7,164295478
2021,9,164295480
2021,9,164295484
2021,9,164295486
2021,9,164295488
2021,9,164295490
2021,9,164295492
2021,9,164295493
2021,9,164295497
2021,9,164292213
2021,9,164295499
2021,9,164295500
2021,9,164295502
2021,9,164295503
2021,9,164896175
2021,9,164896177
2021,9,164896178
2021,9,164896179
2021,9,164896181
2021,9,164896182
2021,9,164896184
2021,9,164896191
2021,9,164896193
2021,9,164896194
2021,6,166779748
2021,9,164896196
2021,9,164896197
2021,9,166779408
2021,9,164896200
2021,9,164896201
2021,9,164896202
2021,9,164896203
2021,9,164896204
2021,9,164896205
2021,6,164896209
2021,6,164896210
2021,9,164896212
2021,9,164896216
2021,9,164896217
2021,9,164896220
2021,9,164896221
2021,9,164896224
2021,9,164896225
2021,9,164896227
2021,9,164896230
2021,6,172091096
2021,9,164896233
2021,9,164896236
2021,9,164896237
2021,9,170067583
2021,9,164896240
2021,9,164896241
2021,9,164896243
2021,9,164896244
2021,6,164896245
2021,9,164896246
2021,6,164896249
2021,9,164896252
2021,9,164896254
2021,9,164896257
2021,9,170067584
2021,9,164896264
2021,9,166779749
2021,9,164896267
2021,9,164896268
2021,9,164896273
2021,4,164896274
2021,6,164896274
2021,9,164896275
2021,9,164896277
2021,9,164896278
2021,9,164896279
2021,9,164896280
2021,9,164896283
2021,9,164896286
2021,9,164896288
2021,9,164896289
2021,9,165500738
2021,9,164896290
2021,9,166779410
2021,6,164896292
2021,9,160825451
2021,9,164896294
2021,9,160827417
2021,9,164896295
2021,9,164896299
2021,9,160825502
2021,9,164896300
2021,9,165500744
2021,9,164896302
2021,9,165500746
2021,9,164896303
2021,9,164896304
2021,9,164896306
2021,9,164896308
2021,6,164896310
2021,6,164896311
2021,9,165500769
2021,9,164896315
2021,9,164896316
2021,9,165500786
2021,9,164896317
2021,9,165500789
2021,9,164896318
2021,6,164896322
2021,9,165500808
2021,9,164896323
2021,9,165500847
2021,9,168904862
2021,9,168904863
2021,9,168904870
2021,9,168904876
2021,9,168904877
2021,9,173480863
2021,9,173480864
2021,9,173480865
2021,9,173480866
2021,9,173480868
2021,9,173480870
2021,9,173480872
2021,9,173480873
2021,9,173480874
2021,9,173480876
2021,9,173480877
2021,9,175613386
2021,9,175613387
2021,9,175613388
2021,9,175613389
2021,9,175613390
2021,9,174070794
2021,9,164896328
2021,9,166779750
2021,9,164896331
2021,6,164896332
2021,8,164896333
2021,9,164896334
2021,9,164896335
2021,9,169827591
2021,9,166779412
2021,9,164896338
2021,9,164896339
2021,6,164896340
2021,6,164896341
2021,9,164896344
2021,9,164896350
2021,9,164896355
2021,9,164896356
2021,1,166779413
2021,9,164896358
2021,9,164896360
2021,6,164896362
2021,9,164896367
2021,6,164896368
2021,9,164896370
2021,9,164896371
2021,9,166779414
2021,9,168466414
2021,9,164896373
2021,9,164896376
2021,9,164896378
2021,9,164896386
2021,6,164896389
2021,6,164896390
2021,9,164896394
2021,9,164896397
2021,9,164896399
2021,9,166779751
2021,9,164896401
2021,9,164896404
2021,9,164896407
2021,6,164896409
2021,9,164896412
2021,9,164896416
2021,6,164896417
2021,9,164896420
2021,9,164896422
2021,9,164896423
2021,9,164896425
2021,9,164896430
2021,9,164896433
2021,9,164896434
2021,9,164896439
2021,9,164896440
2021,9,164896441
2021,9,164896445
2021,6,164896446
2021,9,164896451
2021,9,164896452
2021,9,164896453
2021,9,164896458
2021,6,166779417
2021,6,166779418
2021,8,166779419
2021,9,166779421
2021,9,166779422
2021,9,166779423
2021,9,166779424
2021,9,166779426
2021,6,166779429
2021,9,166779432
2021,9,166779433
2021,6,166779752
2021,6,166779442
2021,9,166779445
2021,9,166779449
2021,9,166779453
2021,9,166779454
2021,9,166779458
2021,9,166779459
2021,9,166779464
2021,9,166779465
2021,6,166779466
2021,9,166779468
2021,9,166779469
2021,6,166779473
2021,9,166779474
2021,9,166779475
2021,9,166779476
2021,9,172091098
2021,9,166779477
2021,9,166779478
2021,9,166779479
2021,6,166779480
2021,6,166779481
2021,9,166779482
2021,9,166779483
2021,9,166779484
2021,10,166779486
2021,9,166779489
2021,9,166779490
2021,9,166779753
2021,8,166779498
2021,9,166779502
2021,9,166779503
2021,9,166779506
2021,9,166779507
2021,9,166779508
2021,6,165614532
2021,9,169827592
2021,6,165614533
2021,9,166779510
2021,8,169347489
2021,9,166779511
