data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2021,45039273,,9
2021,41429508,,51
2021,41955082,,51
2021,41955085,,51
2021,41955086,,51
2021,43974459,,51
2021,41955087,,51
2021,41955081,,51
2021,43129102,,51
2021,41955046,,51
2021,41955047,,51
2021,41955079,,51
2021,41955045,,51
2021,41955084,,1
2021,41955091,,51
2021,42739094,,51
2021,42278906,,51
2021,41955093,,51
2021,41951229,,51
2021,41951230,,51
2021,42278907,,51
2021,44497528,,51
2021,44497529,,51
2021,46050219,,51
2021,46050220,,51
2021,46050221,,51
2021,43815912,,51
2021,43815913,,51
2021,42278916,,51
2021,42278917,,51
2021,43974461,,51
2021,44497533,,51
2021,43815914,,51
2021,43974452,,51
2021,42278923,,51
2021,42278926,,51
2021,42278927,,51
2021,42278929,,3
2021,44497534,,51
2021,43974447,,51
2021,46050222,,51
2021,43974455,,51
2021,43974456,,51
2021,43974457,,51
2021,44714532,,51
2021,41824963,,51
2021,42500374,,51
2021,42500375,,51
2021,42500376,,51
2021,43974454,,51
2021,42500379,,51
2021,43974460,,51
2021,43129103,,7
2021,42500382,,51
2021,44497535,,51
2021,44497536,,3
2021,42739092,,51
2021,42739102,,51
2021,42739103,,51
2021,42739105,,51
2021,42739100,,51
2021,42739101,,51
2021,43129104,,51
2021,46050224,,51
2021,46050225,,51
2021,46050226,,51
2021,46050227,,51
2021,42739095,,51
2021,42739104,,9
2021,43129105,,51
2021,43129106,,53
2021,43129107,,51
2021,43129108,,51
2021,45039282,,51
2021,45039283,,51
2021,45039284,,51
2021,43129112,,51
2021,43129113,,51
2021,43129114,,51
2021,43129115,,51
2021,43129116,,51
2021,43129117,,51
2021,44497544,,51
2021,44497545,,51
2021,43129120,,51
2021,45039285,,51
2021,45039286,,51
2021,43129124,,51
2021,43129123,,51
2021,43129125,,51
2021,43129126,,51
2021,43129127,,51
2021,44714536,,51
2021,43129129,,51
2021,43129130,,51
2021,43445162,,51
2021,43445163,,51
2021,45039287,,51
2021,45039288,,51
2021,43445166,,51
2021,43445158,,51
2021,43445159,,51
2021,43445160,,51
2021,44497546,,51
2021,43445167,,51
2021,42166257,,51
2021,42166258,,51
2021,42166259,,51
2021,42166260,,3
2021,42166261,,1
2021,42166262,,51
2021,43927343,,51
2021,43927344,,51
2021,42467217,,51
2021,42467218,,51
2021,42467219,,51
2021,42467221,,51
2021,42467222,,51
2021,42692108,,51
2021,42692109,,51
2021,42692110,,51
2021,43072065,,51
2021,45536119,,51
2021,45536120,,51
2021,43445161,,51
2021,46050228,,51
2021,46050229,,51
2021,43445168,,51
2021,43445165,,51
2021,43445143,,51
2021,43445155,,51
2021,43072083,,51
2021,43072088,,51
2021,43391835,,51
2021,43391836,,51
2021,43391837,,51
2021,43650278,,51
2021,45039289,,51
2021,45039290,,51
2021,45039291,,51
2021,43445144,,51
2021,43650279,,51
2021,43650280,,51
2021,43815918,,51
2021,43927352,,51
2021,43815919,,51
2021,43815920,,51
2021,44497550,,51
2021,43815922,,51
2021,44655635,,52
2021,43815923,,51
2021,43815924,,51
2021,43815925,,51
2021,44655637,,51
2021,44956374,,51
2021,41838110,,51
2021,43815926,,51
2021,43815927,,51
2021,43815929,,51
2021,45536121,,51
2021,45536122,,51
2021,45536123,,51
2021,45039292,,51
2021,43974441,,51
2021,45536124,,51
2021,45536125,,51
2021,43815937,,51
2021,43974442,,51
2021,43974443,,51
2021,43974450,,51
2021,43974453,,51
2021,44497555,,51
2021,44497556,,51
2021,43974462,,51
2021,43974448,,51
2021,43974449,,7
2021,44497557,,51
2021,44497558,,51
2021,43974458,,51
2021,44497559,,51
2021,44497562,,51
2021,44497563,,51
2021,44497560,,51
2021,44497561,,51
2021,44497565,,1
2021,44497564,,51
2021,44497566,,51
2021,44497567,,51
2021,46050230,,51
2021,46050231,,51
2021,46050234,,3
2021,44497570,,51
2021,44497572,,3
2021,44497573,,51
2021,44497574,,51
2021,45039294,,3
2021,45039295,,51
2021,44497577,,51
2021,44497578,,51
2021,44497579,,51
2021,44497580,,51
2021,44714550,,51
2021,44714551,,51
2021,44714554,,51
2021,44714556,,51
2021,44714557,,51
2021,45536126,,51
2021,46050235,,51
2021,44714560,,51
2021,44714559,,51
2021,44714561,,51
2021,44714562,,51
2021,44714563,,51
2021,45536127,,51
2021,44714565,,51
2021,45039296,,9
2021,44714567,,51
2021,45039297,,51
2021,44714569,,51
2021,44714570,,51
2021,44714571,,51
2021,44714572,,51
2021,46050237,,1
2021,46050237,,3
2021,46050238,,51
2021,46050239,,51
2021,45536128,,51
2021,45039298,,51
2021,45039299,,51
2021,45039303,,51
2021,45039304,,1
2021,46050241,,51
2021,45039306,,51
2021,45039307,,51
2021,45039308,,51
2021,45039309,,51
2021,45039310,,51
2021,45039311,,51
2021,45039312,,7
2021,45039313,,51
2021,45039314,,51
2021,45039315,,51
2021,46050242,,51
2021,45039317,,51
2021,45039318,,51
2021,45039319,,51
2021,45039320,,51
2021,45039321,,51
2021,45039322,,51
2021,45039323,,51
2021,45039324,,51
2021,45039325,,51
2021,45039326,,51
2021,46050244,,51
2021,46050245,,51
2021,45039329,,51
2021,45039330,,51
2021,45536129,,51
2021,45536130,,51
2021,45536131,,51
2021,45536143,,51
2021,46050258,,51
2021,45536159,,51
2021,45536160,,51
2021,43445170,,51
2021,43815940,,51
2021,43815941,,51
2021,43445177,,51
2021,43815942,,51
2021,43129132,,51
2021,43129133,,51
2021,45536148,,51
2021,43445173,,51
2021,41955095,,51
2021,42739123,,51
2021,45039337,,51
2021,46050272,,51
2021,43815944,,51
2021,43815945,,51
2021,43129134,,3
2021,42278948,,51
2021,42500386,,51
2021,43974469,,51
2021,43974470,,51
2021,43974478,,51
2021,45039338,,51
2021,43445172,,9
2021,45536149,,51
2021,45536150,,51
2021,45536151,,51
2021,43445178,,51
2021,43129140,,51
2021,45536152,,51
2021,43974477,,51
2021,44497586,,51
2021,43815946,,51
2021,43815947,,51
2021,43815948,,51
2021,43815949,,51
2021,43815950,,51
2021,46050273,,51
2021,44497587,,51
2021,45536154,,51
2021,43974476,,51
2021,44497588,,1
2021,44714584,,51
2021,45536155,,51
2021,46050274,,51
2021,45039343,,51
2021,46050275,,51
2021,45039345,,51
2021,45536157,,51
2021,45039347,,51
2021,45536158,,51
2021,41951236,,51
2021,41951235,,51
2021,41951237,,51
2021,41955099,,51
2021,41951238,,51
2021,42278950,,51
2021,42278951,,51
2021,42278953,,51
2021,42278955,,51
2021,42278959,,51
2021,42278962,,51
2021,42278965,,51
2021,42500390,,51
2021,42500391,,51
2021,42500392,,51
2021,42500393,,51
2021,42500394,,51
2021,42500395,,51
2021,42500396,,51
2021,42500397,,51
2021,42500398,,51
2021,42739130,,3
2021,42739127,,51
2021,42739128,,51
2021,42739129,,51
2021,43129143,,51
2021,43129146,,51
2021,43129147,,51
2021,43129145,,51
2021,43129148,,51
2021,43129149,,51
2021,43445186,,51
2021,43445188,,51
2021,43445183,,52
2021,43445184,,51
2021,43445182,,51
2021,43815952,,51
2021,43815953,,51
2021,43815954,,51
2021,43974479,,52
2021,43974480,,52
2021,43974484,,51
2021,44497590,,51
2021,44497591,,51
2021,44497594,,51
2021,44497595,,51
2021,44714590,,51
2021,44497596,,51
2021,44714588,,51
2021,44714589,,51
2021,44714591,,51
2021,44714592,,51
2021,44714593,,51
2021,44714594,,51
2021,44714595,,51
2021,44714596,,51
2021,45039350,,51
2021,45039352,,51
2021,45039353,,51
2021,43129144,,51
2021,43445185,,51
2021,43974481,,51
2021,43974485,,51
2021,44497592,,51
2021,44497593,,51
2021,45039351,,51
2021,42500399,,51
2021,42739131,,1
2021,44714735,,51
2021,42500401,,51
2021,42739133,,51
2021,43129150,,51
2021,43445189,,51
2021,43445190,,51
2021,43974486,,3
2021,43815957,,51
2021,43974487,,51
2021,43974488,,51
2021,43974490,,51
2021,43974492,,52
2021,43974491,,51
2021,43974494,,51
2021,44497598,,51
2021,44497599,,51
2021,44497600,,51
2021,44497601,,51
2021,44714744,,51
2021,44714757,,52
2021,45039354,,51
2021,45039357,,51
2021,41951240,,51
2021,41955100,,51
2021,41955101,,51
2021,41955102,,52
2021,41955104,,51
2021,42278973,,51
2021,42278979,,51
2021,42278980,,51
2021,42278981,,51
2021,42278982,,51
2021,42278985,,51
2021,42278986,,51
2021,43974496,,51
2021,43974497,,51
2021,42500402,,51
2021,42500403,,51
2021,42500404,,51
2021,42500405,,51
2021,42500406,,51
2021,42739134,,51
2021,42500410,,51
2021,42739135,,51
2021,42739137,,51
2021,42739136,,51
2021,43129152,,51
2021,43129153,,51
2021,43129154,,51
2021,43129155,,51
2021,43129156,,51
2021,43445198,,51
2021,43445196,,51
2021,43445197,,51
2021,43445199,,51
2021,43445192,,51
2021,43445194,,51
2021,43445195,,51
2021,43445200,,51
2021,43445201,,52
2021,43445193,,51
2021,43445202,,52
2021,43815960,,51
2021,43815961,,51
2021,43815962,,51
